unique_values;counts
10;8
12;7
18;6
16;5
7;5
19;5
17;5
21;4
13;4
15;4
9;4
11;3
8;3
24;3
22;2
26;2
20;2
3;2
4;2
14;1
40;1
33;1
25;1
49;1
73;1
78;1
54;1
6;1
62;1
68;1
30;1
5;1
