unique_values;counts
13;29
17;29
16;29
15;28
18;26
21;24
19;23
22;18
23;17
20;16
24;16
28;13
12;13
14;11
25;11
10;10
29;10
26;9
30;7
31;6
27;6
9;6
35;4
40;4
36;4
32;3
42;3
39;3
37;3
49;3
33;3
11;3
34;3
38;2
47;2
70;2
58;2
54;2
80;2
59;2
44;2
52;2
43;2
68;2
48;2
61;1
57;1
6;1
50;1
111;1
69;1
56;1
108;1
53;1
