unique_values;counts
20;8
5;7
14;6
19;4
12;4
28;4
17;3
13;3
6;3
26;3
16;3
27;2
21;2
29;2
15;2
18;2
30;2
23;2
25;2
22;1
34;1
33;1
121;1
10;1
11;1
24;1
56;1
62;1
4;1
9;1
118;1
