unique_values;counts
18;8
13;7
5;6
16;6
27;6
10;5
21;5
9;5
22;5
26;5
7;4
20;4
24;4
15;4
11;3
28;3
17;3
34;3
6;3
14;3
23;3
8;2
39;2
38;2
32;2
25;2
19;2
37;2
12;2
31;2
29;1
33;1
62;1
42;1
35;1
36;1
41;1
