unique_values;counts
14;8
18;7
7;7
12;6
24;5
8;4
23;4
20;4
16;4
10;4
22;3
6;3
27;2
32;2
11;2
17;2
15;2
4;2
36;1
13;1
21;1
26;1
69;1
9;1
5;1
