unique_values;counts
5;195
6;134
10;128
4;100
7;86
8;76
16;74
11;69
20;66
9;64
3;56
12;55
13;54
15;53
14;48
18;36
17;32
21;31
22;26
23;25
19;24
24;24
25;23
30;22
2;20
26;20
27;19
29;19
28;17
33;15
37;15
32;15
40;14
36;14
31;13
35;12
34;11
50;10
47;9
39;7
38;6
45;6
49;6
42;6
46;4
61;4
43;4
48;4
58;4
44;4
54;3
41;3
63;3
68;3
59;2
52;2
72;2
57;2
69;2
56;2
53;2
55;2
87;2
91;1
71;1
88;1
82;1
73;1
66;1
70;1
139;1
102;1
96;1
121;1
98;1
125;1
51;1
89;1
77;1
62;1
75;1
109;1
65;1
76;1
