unique_values;counts
17;5
23;3
28;3
33;2
22;2
56;2
57;2
19;2
27;2
34;2
15;1
41;1
61;1
44;1
54;1
53;1
32;1
55;1
39;1
42;1
21;1
24;1
49;1
37;1
31;1
29;1
