unique_values;counts
16;41
18;34
17;33
19;31
21;29
14;28
13;24
20;24
25;23
22;23
23;22
15;21
11;20
24;20
27;19
10;18
30;16
28;16
12;16
26;16
9;14
8;9
29;9
31;8
38;5
37;5
35;4
32;4
33;4
43;4
67;3
42;3
40;3
34;3
54;3
46;2
6;2
36;2
57;2
120;2
64;2
71;2
56;2
60;2
5;2
51;2
41;1
50;1
39;1
92;1
283;1
73;1
48;1
7;1
59;1
68;1
61;1
76;1
88;1
65;1
80;1
44;1
