unique_values;counts
15;10
19;8
26;7
18;7
11;6
14;6
24;6
16;6
17;5
22;4
25;4
28;4
10;3
13;3
21;3
7;3
12;3
34;3
39;3
20;3
6;2
29;2
54;2
44;2
33;2
8;2
66;1
47;1
32;1
49;1
5;1
60;1
23;1
88;1
37;1
30;1
61;1
3;1
27;1
31;1
