unique_values;counts
9;471
8;447
10;442
7;390
11;367
12;362
13;325
6;286
14;236
15;197
16;175
5;170
17;122
18;109
19;99
21;77
20;76
4;67
22;54
23;44
3;37
24;31
25;30
27;23
28;19
26;18
30;13
31;12
29;10
32;8
2;6
33;6
43;4
40;3
37;3
36;2
35;2
39;2
34;2
61;1
86;1
54;1
46;1
38;1
55;1
66;1
77;1
44;1
74;1
