unique_values;counts
22;3
26;2
29;2
15;2
21;2
20;2
23;1
12;1
40;1
10;1
52;1
105;1
79;1
37;1
75;1
30;1
41;1
55;1
319;1
302;1
191;1
97;1
38;1
33;1
39;1
