unique_values;counts
22;40
24;39
23;33
25;32
28;32
18;30
20;30
19;29
30;29
27;28
21;26
26;24
36;23
31;22
32;21
13;18
17;18
38;18
33;17
35;17
14;17
16;16
15;16
12;15
39;14
29;14
11;13
40;13
34;12
45;11
37;11
41;10
44;9
51;8
42;8
43;6
61;5
7;5
53;5
52;4
9;4
46;4
48;3
47;3
6;3
8;3
54;3
10;3
71;3
50;3
56;3
74;3
57;2
55;2
49;2
59;1
78;1
65;1
92;1
98;1
70;1
64;1
68;1
58;1
4;1
5;1
88;1
60;1
