unique_values;counts
21;6
4;5
8;4
11;4
14;4
29;4
17;4
15;4
3;3
16;3
9;3
19;3
10;3
27;2
28;2
25;2
18;2
31;1
35;1
5;1
13;1
24;1
22;1
7;1
145;1
