unique_values;counts
18;15
17;12
20;12
28;11
31;9
21;9
13;8
25;8
37;7
14;7
19;7
27;7
23;7
15;6
29;6
42;6
26;6
11;6
40;6
10;6
46;5
47;5
22;5
44;4
16;4
50;4
33;4
39;4
36;4
12;4
32;3
35;3
41;3
30;3
9;3
43;3
38;2
34;2
8;2
7;2
5;2
48;2
45;2
51;2
56;2
49;1
55;1
24;1
61;1
100;1
137;1
53;1
64;1
89;1
62;1
69;1
65;1
