unique_values;counts
25;71
26;69
24;63
30;58
29;57
28;56
27;56
21;55
19;54
23;50
20;47
22;43
18;41
17;41
33;37
31;35
35;33
32;29
34;26
15;23
37;22
16;21
39;21
36;20
40;20
14;19
41;19
12;17
43;17
38;17
13;13
46;12
44;12
11;11
10;9
42;9
45;9
9;9
47;6
52;6
51;5
48;5
60;5
50;5
49;4
7;4
5;4
55;4
6;3
8;3
59;3
53;3
54;3
58;3
3;3
67;2
70;2
56;2
69;1
63;1
68;1
2;1
62;1
82;1
61;1
4;1
94;1
133;1
57;1
66;1
